Year,Month,Item,Quantity,Unit
2008,October,Oil Products Demand,988213,Barrels/Day
2008,November,Crude Production,227497,Barrels/Day
2008,November,Crude Import,562372,Barrels/Day
2008,November,Crude Export,41473,Barrels/Day
2008,November,Crude Throughput,807007,Barrels/Day
2008,November,Oil Products Production,870634,Barrels/Day
2008,November,Oil Products Import,41862,Barrels/Day
2008,November,Oil Products Supply,912497,Barrels/Day
2008,November,Oil Products Consumption,721464,Barrels/Day
2008,November,Mogas Consumption,125374,Barrels/Day
2008,November,Diesel Oil Consumption,294326,Barrels/Day
2008,November,Others Consumption,301763,Barrels/Day
2008,November,Oil Products Export,207116,Barrels/Day
2008,November,Oil Products Demand,928580,Barrels/Day
2008,December,Crude Production,226238,Barrels/Day
2008,December,Crude Import,817666,Barrels/Day
2008,December,Crude Export,48894,Barrels/Day
2008,December,Crude Throughput,893373,Barrels/Day
2008,December,Oil Products Production,942284,Barrels/Day
2008,December,Oil Products Import,13303,Barrels/Day
2008,December,Oil Products Supply,955588,Barrels/Day
2008,December,Oil Products Consumption,797423,Barrels/Day
2008,December,Mogas Consumption,138430,Barrels/Day
2008,December,Diesel Oil Consumption,330259,Barrels/Day
2008,December,Others Consumption,328733,Barrels/Day
2008,December,Oil Products Export,268189,Barrels/Day
2008,December,Oil Products Demand,1065613,Barrels/Day
2009,January,Crude Production,234661,Barrels/Day
2009,January,Crude Import,756027,Barrels/Day
2009,January,Crude Export,62037,Barrels/Day
2009,January,Crude Throughput,896600,Barrels/Day
2009,January,Oil Products Production,999827,Barrels/Day
2009,January,Oil Products Import,39563,Barrels/Day
2009,January,Oil Products Supply,1039391,Barrels/Day
2009,January,Oil Products Consumption,858154,Barrels/Day
2009,January,Mogas Consumption,134965,Barrels/Day
2009,January,Diesel Oil Consumption,348683,Barrels/Day
2009,January,Others Consumption,374504,Barrels/Day
2009,January,Oil Products Export,236233,Barrels/Day
2009,January,Oil Products Demand,1094387,Barrels/Day
2009,February,Crude Production,232534,Barrels/Day
2009,February,Crude Import,647308,Barrels/Day
2009,February,Crude Export,40616,Barrels/Day
2009,February,Crude Throughput,882732,Barrels/Day
2009,February,Oil Products Production,937064,Barrels/Day
2009,February,Oil Products Import,43543,Barrels/Day
2009,February,Oil Products Supply,980607,Barrels/Day
2009,February,Oil Products Consumption,833693,Barrels/Day
2009,February,Mogas Consumption,132206,Barrels/Day
2009,February,Diesel Oil Consumption,323465,Barrels/Day
2009,February,Others Consumption,378021,Barrels/Day
2009,February,Oil Products Export,167132,Barrels/Day
2009,February,Oil Products Demand,1000825,Barrels/Day
2009,March,Crude Production,253484,Barrels/Day
2009,March,Crude Import,974758,Barrels/Day
2009,March,Crude Export,32854,Barrels/Day
2009,March,Crude Throughput,998948,Barrels/Day
2009,March,Oil Products Production,1072098,Barrels/Day
2009,March,Oil Products Import,70949,Barrels/Day
2009,March,Oil Products Supply,1143047,Barrels/Day
2009,March,Oil Products Consumption,852474,Barrels/Day
2009,March,Mogas Consumption,134312,Barrels/Day
2009,March,Diesel Oil Consumption,330204,Barrels/Day
2009,March,Others Consumption,387957,Barrels/Day
2009,March,Oil Products Export,166714,Barrels/Day
2009,March,Oil Products Demand,1019188,Barrels/Day
2009,April,Crude Production,237667,Barrels/Day
2009,April,Crude Import,838598,Barrels/Day
2009,April,Crude Export,51339,Barrels/Day
2009,April,Crude Throughput,965108,Barrels/Day
2009,April,Oil Products Production,1015162,Barrels/Day
2009,April,Oil Products Import,18768,Barrels/Day
2009,April,Oil Products Supply,1033930,Barrels/Day
2009,April,Oil Products Consumption,835355,Barrels/Day
2009,April,Mogas Consumption,133021,Barrels/Day
2009,April,Diesel Oil Consumption,332898,Barrels/Day
2009,April,Others Consumption,369435,Barrels/Day
2009,April,Oil Products Export,226754,Barrels/Day
2009,April,Oil Products Demand,1062110,Barrels/Day
2009,May,Crude Production,238367,Barrels/Day
2009,May,Crude Import,805458,Barrels/Day
2009,May,Crude Export,53355,Barrels/Day
2009,May,Crude Throughput,943046,Barrels/Day
2009,May,Oil Products Production,1070050,Barrels/Day
2009,May,Oil Products Import,52038,Barrels/Day
2009,May,Oil Products Supply,1122089,Barrels/Day
2009,May,Oil Products Consumption,832128,Barrels/Day
2009,May,Mogas Consumption,132287,Barrels/Day
2009,May,Diesel Oil Consumption,337003,Barrels/Day
2009,May,Others Consumption,362837,Barrels/Day
2009,May,Oil Products Export,268890,Barrels/Day
2009,May,Oil Products Demand,1101019,Barrels/Day
2009,June,Crude Production,241694,Barrels/Day
2009,June,Crude Import,885576,Barrels/Day
2009,June,Crude Export,22364,Barrels/Day
2009,June,Crude Throughput,951940,Barrels/Day
2009,June,Oil Products Production,1055557,Barrels/Day
2009,June,Oil Products Import,22977,Barrels/Day
2009,June,Oil Products Supply,1078535,Barrels/Day
2009,June,Oil Products Consumption,805621,Barrels/Day
2009,June,Mogas Consumption,127447,Barrels/Day
2009,June,Diesel Oil Consumption,306138,Barrels/Day
2009,June,Others Consumption,372036,Barrels/Day
2009,June,Oil Products Export,254104,Barrels/Day
2009,June,Oil Products Demand,1059725,Barrels/Day
2009,July,Crude Production,236371,Barrels/Day
2009,July,Crude Import,747927,Barrels/Day
2009,July,Crude Export,62698,Barrels/Day
2009,July,Crude Throughput,954879,Barrels/Day
2009,July,Oil Products Production,1064246,Barrels/Day
2009,July,Oil Products Import,36883,Barrels/Day
2009,July,Oil Products Supply,1101129,Barrels/Day
2009,July,Oil Products Consumption,814390,Barrels/Day
2009,July,Mogas Consumption,127997,Barrels/Day
2009,July,Diesel Oil Consumption,298829,Barrels/Day
2009,July,Others Consumption,387562,Barrels/Day
2009,July,Oil Products Export,255691,Barrels/Day
2009,July,Oil Products Demand,1070081,Barrels/Day
2009,August,Crude Production,238561,Barrels/Day
2009,August,Crude Import,757617,Barrels/Day
2009,August,Crude Export,39767,Barrels/Day
2009,August,Crude Throughput,911543,Barrels/Day
2009,August,Oil Products Production,1025652,Barrels/Day
2009,August,Oil Products Import,39468,Barrels/Day
2009,August,Oil Products Supply,1065121,Barrels/Day
2009,August,Oil Products Consumption,807491,Barrels/Day
2009,August,Mogas Consumption,125064,Barrels/Day
2009,August,Diesel Oil Consumption,293651,Barrels/Day
2009,August,Others Consumption,388774,Barrels/Day
2009,August,Oil Products Export,268355,Barrels/Day
2009,August,Oil Products Demand,1075846,Barrels/Day
2009,September,Crude Production,220506,Barrels/Day
2009,September,Crude Import,893332,Barrels/Day
2009,September,Crude Export,24027,Barrels/Day
2009,September,Crude Throughput,975678,Barrels/Day
2009,September,Oil Products Production,1049188,Barrels/Day
2009,September,Oil Products Import,51307,Barrels/Day
2009,September,Oil Products Supply,1100495,Barrels/Day
2009,September,Oil Products Consumption,808637,Barrels/Day
2009,September,Mogas Consumption,125824,Barrels/Day
2009,September,Diesel Oil Consumption,292531,Barrels/Day
2009,September,Others Consumption,390282,Barrels/Day
2009,September,Oil Products Export,268412,Barrels/Day
2009,September,Oil Products Demand,1077050,Barrels/Day
2009,October,Crude Production,220654,Barrels/Day
2009,October,Crude Import,788596,Barrels/Day
2009,October,Crude Export,28316,Barrels/Day
2009,October,Crude Throughput,932622,Barrels/Day
2009,October,Oil Products Production,1028178,Barrels/Day
2009,October,Oil Products Import,49096,Barrels/Day
2009,October,Oil Products Supply,1077274,Barrels/Day
2009,October,Oil Products Consumption,822269,Barrels/Day
2009,October,Mogas Consumption,126466,Barrels/Day
2009,October,Diesel Oil Consumption,298981,Barrels/Day
2009,October,Others Consumption,396821,Barrels/Day
2009,October,Oil Products Export,279854,Barrels/Day
2009,October,Oil Products Demand,1102123,Barrels/Day
2009,November,Crude Production,240066,Barrels/Day
2009,November,Crude Import,846463,Barrels/Day
2009,November,Crude Export,37463,Barrels/Day
2009,November,Crude Throughput,918065,Barrels/Day
2009,November,Oil Products Production,1021483,Barrels/Day
2009,November,Oil Products Import,56927,Barrels/Day
2009,November,Oil Products Supply,1078410,Barrels/Day
2009,November,Oil Products Consumption,798379,Barrels/Day
2009,November,Mogas Consumption,123096,Barrels/Day
2009,November,Diesel Oil Consumption,309181,Barrels/Day
2009,November,Others Consumption,366101,Barrels/Day
2009,November,Oil Products Export,223144,Barrels/Day
2009,November,Oil Products Demand,1021524,Barrels/Day
2009,December,Crude Production,259817,Barrels/Day
2009,December,Crude Import,691657,Barrels/Day
2009,December,Crude Export,36976,Barrels/Day
2009,December,Crude Throughput,918330,Barrels/Day
2009,December,Oil Products Production,1035310,Barrels/Day
2009,December,Oil Products Import,54586,Barrels/Day
2009,December,Oil Products Supply,1089896,Barrels/Day
2009,December,Oil Products Consumption,891451,Barrels/Day
2009,December,Mogas Consumption,133183,Barrels/Day
2009,December,Diesel Oil Consumption,348154,Barrels/Day
2009,December,Others Consumption,410113,Barrels/Day
2009,December,Oil Products Export,262832,Barrels/Day
2009,December,Oil Products Demand,1154284,Barrels/Day
2010,January,Crude Production,232778,Barrels/Day
2010,January,Crude Import,774312,Barrels/Day
2010,January,Crude Export,36759,Barrels/Day
2010,January,Crude Throughput,941448,Barrels/Day
2010,January,Oil Products Production,1023267,Barrels/Day
2010,January,Oil Products Import,55665,Barrels/Day
2010,January,Oil Products Supply,1078933,Barrels/Day
2010,January,Oil Products Consumption,862330,Barrels/Day
2010,January,Mogas Consumption,122913,Barrels/Day
2010,January,Diesel Oil Consumption,317897,Barrels/Day
2010,January,Others Consumption,421519,Barrels/Day
2010,January,Oil Products Export,150589,Barrels/Day
2010,January,Oil Products Demand,1012920,Barrels/Day
2010,February,Crude Production,235809,Barrels/Day
2010,February,Crude Import,841022,Barrels/Day
2010,February,Crude Export,8460,Barrels/Day
2010,February,Crude Throughput,919520,Barrels/Day
2010,February,Oil Products Production,1048482,Barrels/Day
2010,February,Oil Products Import,52453,Barrels/Day
2010,February,Oil Products Supply,1100936,Barrels/Day
2010,February,Oil Products Consumption,889060,Barrels/Day
2010,February,Mogas Consumption,132896,Barrels/Day
2010,February,Diesel Oil Consumption,347734,Barrels/Day
2010,February,Others Consumption,408429,Barrels/Day
2010,February,Oil Products Export,179128,Barrels/Day
2010,February,Oil Products Demand,1068188,Barrels/Day
2010,March,Crude Production,250421,Barrels/Day
2010,March,Crude Import,735828,Barrels/Day
2010,March,Crude Export,36224,Barrels/Day
2010,March,Crude Throughput,999935,Barrels/Day
2010,March,Oil Products Production,1079388,Barrels/Day
2010,March,Oil Products Import,99685,Barrels/Day
2010,March,Oil Products Supply,1179074,Barrels/Day
2010,March,Oil Products Consumption,907250,Barrels/Day
2010,March,Mogas Consumption,125855,Barrels/Day
2010,March,Diesel Oil Consumption,342855,Barrels/Day
2010,March,Others Consumption,438539,Barrels/Day
2010,March,Oil Products Export,190532,Barrels/Day
2010,March,Oil Products Demand,1097782,Barrels/Day
2010,April,Crude Production,236293,Barrels/Day
2010,April,Crude Import,949279,Barrels/Day
2010,April,Crude Export,26706,Barrels/Day
2010,April,Crude Throughput,950106,Barrels/Day
2010,April,Oil Products Production,1037290,Barrels/Day
2010,April,Oil Products Import,87239,Barrels/Day
2010,April,Oil Products Supply,1124529,Barrels/Day
2010,April,Oil Products Consumption,899845,Barrels/Day
2010,April,Mogas Consumption,127354,Barrels/Day
2010,April,Diesel Oil Consumption,324791,Barrels/Day
2010,April,Others Consumption,447699,Barrels/Day
2010,April,Oil Products Export,235332,Barrels/Day
2010,April,Oil Products Demand,1135177,Barrels/Day
2010,May,Crude Production,246115,Barrels/Day
2010,May,Crude Import,739887,Barrels/Day
2010,May,Crude Export,32170,Barrels/Day
2010,May,Crude Throughput,965724,Barrels/Day
2010,May,Oil Products Production,1077155,Barrels/Day
2010,May,Oil Products Import,108060,Barrels/Day
2010,May,Oil Products Supply,1185215,Barrels/Day
2010,May,Oil Products Consumption,881326,Barrels/Day
2010,May,Mogas Consumption,121562,Barrels/Day
2010,May,Diesel Oil Consumption,322399,Barrels/Day
2010,May,Others Consumption,437363,Barrels/Day
2010,May,Oil Products Export,221220,Barrels/Day
2010,May,Oil Products Demand,1102546,Barrels/Day
2010,June,Crude Production,256836,Barrels/Day
2010,June,Crude Import,873449,Barrels/Day
2010,June,Crude Export,25147,Barrels/Day
2010,June,Crude Throughput,959060,Barrels/Day
2010,June,Oil Products Production,1083158,Barrels/Day
2010,June,Oil Products Import,106062,Barrels/Day
2010,June,Oil Products Supply,1189221,Barrels/Day
2010,June,Oil Products Consumption,887195,Barrels/Day
2010,June,Mogas Consumption,129366,Barrels/Day
2010,June,Diesel Oil Consumption,316415,Barrels/Day
2010,June,Others Consumption,441413,Barrels/Day
2010,June,Oil Products Export,283610,Barrels/Day
2010,June,Oil Products Demand,1170805,Barrels/Day
2010,July,Crude Production,254954,Barrels/Day
2010,July,Crude Import,781768,Barrels/Day
2010,July,Crude Export,45881,Barrels/Day
2010,July,Crude Throughput,983313,Barrels/Day
2010,July,Oil Products Production,1058570,Barrels/Day
2010,July,Oil Products Import,73531,Barrels/Day
2010,July,Oil Products Supply,1132102,Barrels/Day
2010,July,Oil Products Consumption,862568,Barrels/Day
2010,July,Mogas Consumption,129168,Barrels/Day
2010,July,Diesel Oil Consumption,307988,Barrels/Day
2010,July,Others Consumption,425411,Barrels/Day
2010,July,Oil Products Export,272335,Barrels/Day
2010,July,Oil Products Demand,1134903,Barrels/Day
2010,August,Crude Production,250650,Barrels/Day
2010,August,Crude Import,823637,Barrels/Day
2010,August,Crude Export,31657,Barrels/Day
2010,August,Crude Throughput,974277,Barrels/Day
2010,August,Oil Products Production,1082346,Barrels/Day
2010,August,Oil Products Import,89296,Barrels/Day
2010,August,Oil Products Supply,1171643,Barrels/Day
2010,August,Oil Products Consumption,863154,Barrels/Day
2010,August,Mogas Consumption,125598,Barrels/Day
2010,August,Diesel Oil Consumption,290660,Barrels/Day
2010,August,Others Consumption,446895,Barrels/Day
2010,August,Oil Products Export,287990,Barrels/Day
2010,August,Oil Products Demand,1151145,Barrels/Day
2010,September,Crude Production,248127,Barrels/Day
2010,September,Crude Import,793463,Barrels/Day
2010,September,Crude Export,44994,Barrels/Day
2010,September,Crude Throughput,954771,Barrels/Day
2010,September,Oil Products Production,1104874,Barrels/Day
2010,September,Oil Products Import,93904,Barrels/Day
2010,September,Oil Products Supply,1198778,Barrels/Day
2010,September,Oil Products Consumption,873351,Barrels/Day
2010,September,Mogas Consumption,127350,Barrels/Day
2010,September,Diesel Oil Consumption,294690,Barrels/Day
2010,September,Others Consumption,451310,Barrels/Day
2010,September,Oil Products Export,316458,Barrels/Day
2010,September,Oil Products Demand,1189810,Barrels/Day
2010,October,Crude Production,235510,Barrels/Day
2010,October,Crude Import,742814,Barrels/Day
2010,October,Crude Export,15785,Barrels/Day
2010,October,Crude Throughput,965962,Barrels/Day
2010,October,Oil Products Production,1067484,Barrels/Day
2010,October,Oil Products Import,104440,Barrels/Day
2010,October,Oil Products Supply,1171925,Barrels/Day
2010,October,Oil Products Consumption,862322,Barrels/Day
2010,October,Mogas Consumption,124929,Barrels/Day
2010,October,Diesel Oil Consumption,291488,Barrels/Day
2010,October,Others Consumption,445905,Barrels/Day
2010,October,Oil Products Export,268732,Barrels/Day
2010,October,Oil Products Demand,1131054,Barrels/Day
2010,November,Crude Production,232263,Barrels/Day
2010,November,Crude Import,852270,Barrels/Day
2010,November,Crude Export,29143,Barrels/Day
2010,November,Crude Throughput,973963,Barrels/Day
2010,November,Oil Products Production,1035793,Barrels/Day
2010,November,Oil Products Import,62331,Barrels/Day
2010,November,Oil Products Supply,1098125,Barrels/Day
2010,November,Oil Products Consumption,905909,Barrels/Day
2010,November,Mogas Consumption,132505,Barrels/Day
2010,November,Diesel Oil Consumption,331981,Barrels/Day
2010,November,Others Consumption,441422,Barrels/Day
2010,November,Oil Products Export,266461,Barrels/Day
2010,November,Oil Products Demand,1172370,Barrels/Day
2010,December,Crude Production,221479,Barrels/Day
2010,December,Crude Import,895650,Barrels/Day
2010,December,Crude Export,24671,Barrels/Day
2010,December,Crude Throughput,961269,Barrels/Day
2010,December,Oil Products Production,1129424,Barrels/Day
2010,December,Oil Products Import,81232,Barrels/Day
2010,December,Oil Products Supply,1210657,Barrels/Day
2010,December,Oil Products Consumption,913264,Barrels/Day
2010,December,Mogas Consumption,134836,Barrels/Day
2010,December,Diesel Oil Consumption,338320,Barrels/Day
2010,December,Others Consumption,440107,Barrels/Day
2010,December,Oil Products Export,221857,Barrels/Day
2010,December,Oil Products Demand,1135121,Barrels/Day
2011,January,Crude Production,227976,Barrels/Day
2011,January,Crude Import,770288,Barrels/Day
2011,January,Crude Export,29956,Barrels/Day
2011,January,Crude Throughput,1015547,Barrels/Day
2011,January,Oil Products Production,1146370,Barrels/Day
2011,January,Oil Products Import,81188,Barrels/Day
2011,January,Oil Products Supply,1227559,Barrels/Day
2011,January,Oil Products Consumption,936576,Barrels/Day
2011,January,Mogas Consumption,128166,Barrels/Day
2011,January,Diesel Oil Consumption,329793,Barrels/Day
2011,January,Others Consumption,478616,Barrels/Day
2011,January,Oil Products Export,196495,Barrels/Day
2011,January,Oil Products Demand,1133071,Barrels/Day
2011,February,Crude Production,229200,Barrels/Day
2011,February,Crude Import,720501,Barrels/Day
2011,February,Crude Export,33692,Barrels/Day
2011,February,Crude Throughput,785264,Barrels/Day
2011,February,Oil Products Production,927694,Barrels/Day
2011,February,Oil Products Import,122772,Barrels/Day
2011,February,Oil Products Supply,1050467,Barrels/Day
2011,February,Oil Products Consumption,964698,Barrels/Day
2011,February,Mogas Consumption,133913,Barrels/Day
2011,February,Diesel Oil Consumption,335564,Barrels/Day
2011,February,Others Consumption,495219,Barrels/Day
2011,February,Oil Products Export,113350,Barrels/Day
2011,February,Oil Products Demand,1078048,Barrels/Day
2011,March,Crude Production,235448,Barrels/Day
2011,March,Crude Import,786565,Barrels/Day
2011,March,Crude Export,26015,Barrels/Day
2011,March,Crude Throughput,943524,Barrels/Day
2011,March,Oil Products Production,1061622,Barrels/Day
2011,March,Oil Products Import,90241,Barrels/Day
2011,March,Oil Products Supply,1151863,Barrels/Day
2011,March,Oil Products Consumption,966458,Barrels/Day
2011,March,Mogas Consumption,124831,Barrels/Day
2011,March,Diesel Oil Consumption,346245,Barrels/Day
2011,March,Others Consumption,495381,Barrels/Day
2011,March,Oil Products Export,159234,Barrels/Day
2011,March,Oil Products Demand,1125693,Barrels/Day
2011,April,Crude Production,226348,Barrels/Day
2011,April,Crude Import,869566,Barrels/Day
2011,April,Crude Export,52102,Barrels/Day
2011,April,Crude Throughput,973991,Barrels/Day
2011,April,Oil Products Production,1114335,Barrels/Day
2011,April,Oil Products Import,72054,Barrels/Day
2011,April,Oil Products Supply,1186390,Barrels/Day
2011,April,Oil Products Consumption,965802,Barrels/Day
2011,April,Mogas Consumption,129526,Barrels/Day
2011,April,Diesel Oil Consumption,347705,Barrels/Day
2011,April,Others Consumption,488570,Barrels/Day
2011,April,Oil Products Export,219419,Barrels/Day
2011,April,Oil Products Demand,1185221,Barrels/Day
2011,May,Crude Production,233177,Barrels/Day
2011,May,Crude Import,897280,Barrels/Day
2011,May,Crude Export,27069,Barrels/Day
2011,May,Crude Throughput,980808,Barrels/Day
2011,May,Oil Products Production,1157721,Barrels/Day
2011,May,Oil Products Import,103324,Barrels/Day
2011,May,Oil Products Supply,1261045,Barrels/Day
2011,May,Oil Products Consumption,934716,Barrels/Day
2011,May,Mogas Consumption,124036,Barrels/Day
2011,May,Diesel Oil Consumption,342291,Barrels/Day
2011,May,Others Consumption,468388,Barrels/Day
2011,May,Oil Products Export,246110,Barrels/Day
2011,May,Oil Products Demand,1180827,Barrels/Day
2011,June,Crude Production,225227,Barrels/Day
2011,June,Crude Import,760513,Barrels/Day
2011,June,Crude Export,34934,Barrels/Day
2011,June,Crude Throughput,973839,Barrels/Day
2011,June,Oil Products Production,1174055,Barrels/Day
2011,June,Oil Products Import,88455,Barrels/Day
2011,June,Oil Products Supply,1262511,Barrels/Day
2011,June,Oil Products Consumption,946220,Barrels/Day
2011,June,Mogas Consumption,130579,Barrels/Day
2011,June,Diesel Oil Consumption,336974,Barrels/Day
2011,June,Others Consumption,478666,Barrels/Day
2011,June,Oil Products Export,195130,Barrels/Day
2011,June,Oil Products Demand,1141350,Barrels/Day
2011,July,Crude Production,213441,Barrels/Day
2011,July,Crude Import,822328,Barrels/Day
2011,July,Crude Export,9284,Barrels/Day
2011,July,Crude Throughput,996202,Barrels/Day
2011,July,Oil Products Production,1170862,Barrels/Day
2011,July,Oil Products Import,98441,Barrels/Day
2011,July,Oil Products Supply,1269304,Barrels/Day
2011,July,Oil Products Consumption,916045,Barrels/Day
2011,July,Mogas Consumption,124309,Barrels/Day
2011,July,Diesel Oil Consumption,308612,Barrels/Day
2011,July,Others Consumption,483123,Barrels/Day
2011,July,Oil Products Export,266831,Barrels/Day
2011,July,Oil Products Demand,1182877,Barrels/Day
2011,August,Crude Production,222493,Barrels/Day
2011,August,Crude Import,913966,Barrels/Day
2011,August,Crude Export,44155,Barrels/Day
2011,August,Crude Throughput,982829,Barrels/Day
2011,August,Oil Products Production,1170883,Barrels/Day
2011,August,Oil Products Import,96739,Barrels/Day
2011,August,Oil Products Supply,1267623,Barrels/Day
2011,August,Oil Products Consumption,922553,Barrels/Day
2011,August,Mogas Consumption,128510,Barrels/Day
2011,August,Diesel Oil Consumption,311994,Barrels/Day
2011,August,Others Consumption,482048,Barrels/Day
2011,August,Oil Products Export,324332,Barrels/Day
2011,August,Oil Products Demand,1246885,Barrels/Day
2011,September,Crude Production,221612,Barrels/Day
2011,September,Crude Import,760657,Barrels/Day
2011,September,Crude Export,31172,Barrels/Day
2011,September,Crude Throughput,913062,Barrels/Day
2011,September,Oil Products Production,1109329,Barrels/Day
2011,September,Oil Products Import,127661,Barrels/Day
2011,September,Oil Products Supply,1236991,Barrels/Day
2011,September,Oil Products Consumption,918741,Barrels/Day
2011,September,Mogas Consumption,126104,Barrels/Day
2011,September,Diesel Oil Consumption,314813,Barrels/Day
2011,September,Others Consumption,477824,Barrels/Day
2011,September,Oil Products Export,297605,Barrels/Day
2011,September,Oil Products Demand,1216347,Barrels/Day
2011,October,Crude Production,209542,Barrels/Day
2011,October,Crude Import,718407,Barrels/Day
2011,October,Crude Export,40981,Barrels/Day
2011,October,Crude Throughput,858489,Barrels/Day
2011,October,Oil Products Production,1007600,Barrels/Day
2011,October,Oil Products Import,102042,Barrels/Day
2011,October,Oil Products Supply,1109643,Barrels/Day
2011,October,Oil Products Consumption,872334,Barrels/Day
2011,October,Mogas Consumption,116708,Barrels/Day
2011,October,Diesel Oil Consumption,304526,Barrels/Day
2011,October,Others Consumption,451099,Barrels/Day
2011,October,Oil Products Export,186003,Barrels/Day
2011,October,Oil Products Demand,1058337,Barrels/Day
2011,November,Crude Production,224322,Barrels/Day
2011,November,Crude Import,767471,Barrels/Day
2011,November,Crude Export,33792,Barrels/Day
2011,November,Crude Throughput,795555,Barrels/Day
2011,November,Oil Products Production,1073475,Barrels/Day
2011,November,Oil Products Import,105597,Barrels/Day
2011,November,Oil Products Supply,1179072,Barrels/Day
2011,November,Oil Products Consumption,868768,Barrels/Day
2011,November,Mogas Consumption,116443,Barrels/Day
2011,November,Diesel Oil Consumption,329994,Barrels/Day
2011,November,Others Consumption,422330,Barrels/Day
2011,November,Oil Products Export,186552,Barrels/Day
2011,November,Oil Products Demand,1055321,Barrels/Day
2011,December,Crude Production,221267,Barrels/Day
2011,December,Crude Import,735433,Barrels/Day
2011,December,Crude Export,27696,Barrels/Day
2011,December,Crude Throughput,1005334,Barrels/Day
2011,December,Oil Products Production,1194184,Barrels/Day
2011,December,Oil Products Import,89243,Barrels/Day
2011,December,Oil Products Supply,1283428,Barrels/Day
2011,December,Oil Products Consumption,962413,Barrels/Day
2011,December,Mogas Consumption,133486,Barrels/Day
2011,December,Diesel Oil Consumption,363574,Barrels/Day
2011,December,Others Consumption,465353,Barrels/Day
2011,December,Oil Products Export,265173,Barrels/Day
2011,December,Oil Products Demand,1227587,Barrels/Day
2012,January,Crude Production,222286,Barrels/Day
2012,January,Crude Import,906091,Barrels/Day
2012,January,Crude Export,67115,Barrels/Day
2012,January,Crude Throughput,1016125,Barrels/Day
2012,January,Oil Products Production,1147246,Barrels/Day
2012,January,Oil Products Import,82265,Barrels/Day
2012,January,Oil Products Supply,1229512,Barrels/Day
2012,January,Oil Products Consumption,966287,Barrels/Day
2012,January,Mogas Consumption,128559,Barrels/Day
2012,January,Diesel Oil Consumption,344079,Barrels/Day
2012,January,Others Consumption,493648,Barrels/Day
2012,January,Oil Products Export,235957,Barrels/Day
2012,January,Oil Products Demand,1202245,Barrels/Day
2012,February,Crude Production,237055,Barrels/Day
2012,February,Crude Import,973478,Barrels/Day
2012,February,Crude Export,64266,Barrels/Day
2012,February,Crude Throughput,1014999,Barrels/Day
2012,February,Oil Products Production,1230556,Barrels/Day
2012,February,Oil Products Import,138340,Barrels/Day
2012,February,Oil Products Supply,1368897,Barrels/Day
2012,February,Oil Products Consumption,1004675,Barrels/Day
2012,February,Mogas Consumption,131385,Barrels/Day
2012,February,Diesel Oil Consumption,368470,Barrels/Day
2012,February,Others Consumption,504819,Barrels/Day
2012,February,Oil Products Export,263711,Barrels/Day
2012,February,Oil Products Demand,1268386,Barrels/Day
2012,March,Crude Production,249193,Barrels/Day
2012,March,Crude Import,957280,Barrels/Day
2012,March,Crude Export,22654,Barrels/Day
2012,March,Crude Throughput,1030605,Barrels/Day
2012,March,Oil Products Production,1177398,Barrels/Day
2012,March,Oil Products Import,117925,Barrels/Day
2012,March,Oil Products Supply,1295323,Barrels/Day
2012,March,Oil Products Consumption,1012997,Barrels/Day
2012,March,Mogas Consumption,129824,Barrels/Day
2012,March,Diesel Oil Consumption,371638,Barrels/Day
2012,March,Others Consumption,511533,Barrels/Day
2012,March,Oil Products Export,259552,Barrels/Day
2012,March,Oil Products Demand,1272549,Barrels/Day
2012,April,Crude Production,242280,Barrels/Day
2012,April,Crude Import,899262,Barrels/Day
2012,April,Crude Export,48899,Barrels/Day
2012,April,Crude Throughput,1006215,Barrels/Day
2012,April,Oil Products Production,1219949,Barrels/Day
2012,April,Oil Products Import,158464,Barrels/Day
2012,April,Oil Products Supply,1378414,Barrels/Day
2012,April,Oil Products Consumption,989953,Barrels/Day
2012,April,Mogas Consumption,128876,Barrels/Day
2012,April,Diesel Oil Consumption,361545,Barrels/Day
2012,April,Others Consumption,499532,Barrels/Day
2012,April,Oil Products Export,267854,Barrels/Day
2012,April,Oil Products Demand,1257808,Barrels/Day
2012,May,Crude Production,223287,Barrels/Day
2012,May,Crude Import,849587,Barrels/Day
2012,May,Crude Export,56697,Barrels/Day
2012,May,Crude Throughput,981062,Barrels/Day
2012,May,Oil Products Production,1181514,Barrels/Day
2012,May,Oil Products Import,111626,Barrels/Day
2012,May,Oil Products Supply,1293140,Barrels/Day
2012,May,Oil Products Consumption,1013578,Barrels/Day
2012,May,Mogas Consumption,128269,Barrels/Day
2012,May,Diesel Oil Consumption,366582,Barrels/Day
2012,May,Others Consumption,518725,Barrels/Day
2012,May,Oil Products Export,257207,Barrels/Day
2012,May,Oil Products Demand,1270785,Barrels/Day
2012,June,Crude Production,233066,Barrels/Day
2012,June,Crude Import,867405,Barrels/Day
2012,June,Crude Export,34847,Barrels/Day
2012,June,Crude Throughput,922079,Barrels/Day
2012,June,Oil Products Production,1137514,Barrels/Day
2012,June,Oil Products Import,84640,Barrels/Day
2012,June,Oil Products Supply,1222154,Barrels/Day
2012,June,Oil Products Consumption,972960,Barrels/Day
2012,June,Mogas Consumption,133040,Barrels/Day
2012,June,Diesel Oil Consumption,356596,Barrels/Day
2012,June,Others Consumption,483323,Barrels/Day
2012,June,Oil Products Export,306763,Barrels/Day
2012,June,Oil Products Demand,1279724,Barrels/Day
